lyrics,emotion
sendiri aku tidak bisa,sedih
ini kenyataannya kita tidak baik saja,sedih
sadarkah kita terlalu hancur,sedih
hilang habis tidak bersisa,sedih
tapi tidak mampu kumenyerah,sedih
hilang habis tidak bersisa,sedih
tapi tidak mampu kumenyerah ho,sedih
tidak mampu kumenyerah,sedih
sadarkah kita terlalu hancur,sedih
hilang habis tidak bersisa,sedih
tapi tidak mampu kumenyerah,sedih
sudah kucoba sepenuh hati. untuk menjadi malaikat. menepikan perasaan runtuhkan egoku. namun sayapku remuk. bila kutanya pada diriku. mengapa aku bertahan. menerima keadaan yang tidak baik saja. memaksakan segalanya. sakit tidak sanggup. sadarkah kita terlalu hancur. hilang habis tidak bersisa. tapi tidak mampu kumenyerah. tertawan hati. tidak mau kehilangan. tapi lelah berjuang. bukankah rumah tempatku bersandar. sendiri aku tidak bisa. bersama kutersiksa. ini kenyataannya kita tidak baik saja. sakit tidak sanggup. sadarkah kita terlalu hancur. hilang habis tidak bersisa. tapi tidak mampu kumenyerah. tertawan hati. kita terlalu hancur. hilang habis tidak bersisa. tapi tidak mampu kumenyerah ho. tidak mampu kumenyerah. tertawan hati sakit tidak sanggup. sadarkah kita terlalu hancur. hilang habis tidak bersisa. tapi tidak mampu kumenyerah. tertawan hati,sedih
pedihnya tanya yang tidak terjawab,marah
mampu menjatuhkanku yang dikira tegar,marah
kau tepikan aku kau renggut mimpi,marah
yang dulu kita ukir bersama,marah
seolah aku tidak pernah jadi bagian besar dalam hari harimu,marah
lebih baik kita usai di sini,marah
sebelum cerita indah tergantikan pahitnya sakit hati,marah
bukannya aku mudah menyerah tapi bijaksana,marah
mengerti kapan harus berhenti,marah
aku kan menunggu tapi tidak selamanya,marah
kau tepikan aku kau renggut mimpi,marah
yang dulu kita ukir bersama,marah
seolah aku tidak pernah jadi bagian besar dalam hari harimu,marah
seolah janji dan kata kata yang telah terucap kehilangan arti,marah
lebih baik kita usai di sini,marah
sebelum cerita indah tergantikan pahitnya sakit hati,marah
bukannya aku mudah menyerah tapi bijaksana,marah
mengerti kapan harus berhenti,marah
aku kan menunggu tapi tidak selamanya,marah
tidak akan jera kupercaya cinta,marah
manis dan pahitnya kan kuterima,marah
kini kisah kita akhiri dengan makna,marah
lebih baik kita usai di sini,marah
sebelum cerita indah tergantikan pahitnya sakit hati,marah
bukannya aku mudah menyerah tapi bijaksana,marah
mengerti kapan harus berhenti,marah
aku kan menunggu tapi tidak selamanya,marah
lebih baik kita usai di sini,marah
sebelum cerita indah tergantikan pahitnya sakit hati,marah
bukannya aku mudah menyerah tapi bijaksana,marah
mengerti kapan harus berhenti,marah
aku kan menunggu tapi tidak selamanya,marah
pedihnya tanya yang tidak terjawab. mampu menjatuhkanku yang dikira tegar. kau tepikan aku kau renggut mimpi. yang dulu kita ukir bersama. seolah aku tidak pernah jadi bagian besar dalam hari harimu. lebih baik kita usai di sini. sebelum cerita indah tergantikan pahitnya sakit hati. bukannya aku mudah menyerah tapi bijaksana. mengerti kapan harus berhenti. aku kan menunggu tapi tidak selamanya. kau tepikan aku kau renggut mimpi. yang dulu kita ukir bersama. seolah aku tidak pernah jadi bagian besar dalam hari harimu. seolah janji dan kata kata yang telah terucap kehilangan arti. lebih baik kita usai di sini. sebelum cerita indah tergantikan pahitnya sakit hati. bukannya aku mudah menyerah tapi bijaksana. mengerti kapan harus berhenti. aku kan menunggu tapi tidak selamanya. tidak akan jera kupercaya cinta. manis dan pahitnya kan kuterima. kini kisah kita akhiri dengan makna. lebih baik kita usai di sini. sebelum cerita indah tergantikan pahitnya sakit hati. bukannya aku mudah menyerah tapi bijaksana. mengerti kapan harus berhenti. aku kan menunggu tapi tidak selamanya. aku kan menanti. tapi tidak selamanya lebih baik kita usai di sini. sebelum cerita indah tergantikan pahitnya sakit hati. bukannya aku mudah menyerah tapi bijaksana. mengerti kapan harus berhenti. aku kan menunggu tapi tidak selamanya,marah
jika wangimu saja bisa,bahagia
maka cintamu pasti bisa,bahagia
mengubah jalan hidupku,bahagia
cukup sekali saja aku pernah merasa,bahagia
betapa menyiksa kehilanganmu,bahagia
kau tidak terganti kau yang selalu kunanti,bahagia
pegang tanganku bersama jatuh cinta,bahagia
kali kedua pada yang sama,bahagia
jika senyummu saja bisa,bahagia
mencuri detak jantungku,bahagia
maka pelukanmu yang bisa,bahagia
menyapu seluruh hatiku,bahagia
cukup sekali saja aku pernah merasa,bahagia
betapa menyiksa kehilanganmu,bahagia
kau tidak terganti kau yang selalu kunanti,bahagia
pegang tanganku bersama jatuh cinta,bahagia
kali kedua pada yang sama,bahagia
jatuhkan hati tanpa peduli,bahagia
kedua kali kita bersama lagi,bahagia
pegang tanganku bersama jatuh cinta,bahagia
kali kedua pada yang sama,bahagia
pegang tanganku bersama jatuh cinta,bahagia
kali kedua pada yang sama,bahagia
pegang tanganku bersama jatuh cinta,bahagia
kali kedua pada yang sama,bahagia
jika wangimu saja bisa. memindahkan duniaku. maka cintamu pasti bisa. mengubah jalan hidupku. cukup sekali saja aku pernah merasa. betapa menyiksa kehilanganmu. kau tidak terganti kau yang selalu kunanti. takkan kulepas lagi. pegang tanganku bersama jatuh cinta. kali kedua pada yang sama. jika senyummu saja bisa. mencuri detak jantungku. maka pelukanmu yang bisa. menyapu seluruh hatiku. cukup sekali saja aku pernah merasa. betapa menyiksa kehilanganmu. kau tidak terganti kau yang selalu kunanti. takkan kulepas lagi. pegang tanganku bersama jatuh cinta. kali kedua pada yang sama. jatuhkan hati tanpa peduli . kedua kali kita bersama lagi. pegang tanganku bersama jatuh cinta. kali kedua pada yang sama. sama indahnya. pegang tanganku bersama jatuh cinta. kali kedua pada yang sama. sama indahnya pegang tanganku bersama jatuh cinta. kali kedua pada yang sama,bahagia
ya aku mengerti betapa sulit untuk kembali,sedih
dan mempercayai penipu ini sekali lagi,sedih
pemicu detak jantung ini,sedih
setelah berlayar pergi,sedih
yang seharusnya lebih perasa,sedih
tapi malah aku mencabik,sedih
dan buat hatimu sakit,sedih
meski malu untuk akui,sedih
pemicu detak jantung ini,sedih
setelah berlayar pergi,sedih
pemicu detak jantung ini,sedih
setelah berlayar pergi itu kamu,sedih
pemicu detak jantung ini,sedih
setelah berlayar pergi,sedih
ya aku mengerti betapa sulit untuk kembali. dan mempercayai penipu ini sekali lagi. pemeran utama hati. pemicu detak jantung ini. baru kini kusadari. setelah berlayar pergi. itu kamu. ya aku wanita. yang seharusnya lebih perasa. tapi malah aku mencabik. lukai kau yang baik. dan buat hatimu sakit. meski malu untuk akui. aku mau kau kembali. pemeran utama hati. pemicu detak jantung ini. baru kini aku sadari. setelah berlayar pergi. pemicu detak jantung ini. baru kini aku sadari. setelah berlayar pergi itu kamu pemeran utama hati. pemicu detak jantung ini. baru kini kusadari. setelah berlayar pergi. itu kamu,sedih
ku teringat dalam lamunan,sedih
rasa sentuhan jemari tanganmu,sedih
aku teringat walau telah pudar,sedih
suara tawamu sungguh aku rindu,sedih
tanpamu langit tidak berbintang,sedih
tanpamu hampa yang aku rasa,sedih
seandainya jarak tiada berarti,sedih
akan aku arungi ruang dan waktu dalam sekejap saja,sedih
seandainya sang waktu dapat mengerti,sedih
takkan ada rindu yang terus mengganggu,sedih
kau akan kembali bersamaku,sedih
aku teringat walau telah pudar,sedih
suara tawamu sungguh aku rindu,sedih
tanpamu langit tidak berbintang,sedih
tanpamu hampa yang aku rasa,sedih
seandainya jarak tiada berarti,sedih
akan aku arungi ruang dan waktu dalam sekejap saja,sedih
seandainya sang waktu dapat mengerti,sedih
takkan ada rindu yang terus mengganggu,sedih
kau akan kembali bersamaku,sedih
terbit dan tenggelamnya mentari,sedih
membawamu lebih dekat,sedih
denganmu langitku berbintang,sedih
denganmu sempurna aku rasa,sedih
seandainya jarak tiada berarti,sedih
akan aku arungi ruang dan waktu dalam sekejap saja,sedih
seandainya sang waktu dapat mengerti,sedih
takkan ada rindu yang terus mengganggu,sedih
kau akan kembali bersamaku,sedih
seandainya jarak tiada berarti,sedih
akan aku arungi ruang dan waktu dalam sekejap saja,sedih
seandainya sang waktu dapat mengerti,sedih
takkan ada rindu yang terus mengganggu,sedih
kau akan kembali bersamaku,sedih
seandainya jarak tiada berarti,sedih
akan aku arungi ruang dan waktu dalam sekejap saja,sedih
seandainya sang waktu dapat mengerti,sedih
takkan ada rindu yang terus mengganggu,sedih
kau akan kembali bersamaku,sedih
ku teringat dalam lamunan. rasa sentuhan jemari tanganmu. aku teringat walau telah pudar. suara tawamu sungguh aku rindu. tanpamu langit tidak berbintang. tanpamu hampa yang aku rasa. seandainya jarak tiada berarti. akan aku arungi ruang dan waktu dalam sekejap saja. seandainya sang waktu dapat mengerti. takkan ada rindu yang terus mengganggu. kau akan kembali bersamaku. aku teringat walau telah pudar. suara tawamu sungguh aku rindu. tanpamu langit tidak berbintang. tanpamu hampa yang aku rasa. seandainya jarak tiada berarti. akan aku arungi ruang dan waktu dalam sekejap saja. seandainya sang waktu dapat mengerti. takkan ada rindu yang terus mengganggu. kau akan kembali bersamaku. terbit dan tenggelamnya mentari. membawamu lebih dekat. denganmu langitku berbintang. denganmu sempurna aku rasa. seandainya jarak tiada berarti. akan aku arungi ruang dan waktu dalam sekejap saja. seandainya sang waktu dapat mengerti. takkan ada rindu yang terus mengganggu. kau akan kembali bersamaku. seandainya jarak tiada berarti . akan aku arungi ruang dan waktu dalam sekejap saja. seandainya sang waktu dapat mengerti. takkan ada rindu yang terus mengganggu. kau akan kembali bersamaku seandainya jarak tiada berarti. akan aku arungi ruang dan waktu dalam sekejap saja. seandainya sang waktu dapat mengerti. takkan ada rindu yang terus mengganggu. kau akan kembali bersamaku,sedih
telah lama aku tahu engkau,sedih
kini saat dia tidak kembali,sedih
kau menyatakan cinramu,sedih
namun aku takkan pernah bisa ku,sedih
rasakan cinta yang kau beri,sedih
aku terjebak di ruang nostalgia,sedih
semua yang aku rasa kini,sedih
tidak berubah sejak dia pergi,sedih
maafkanlah aku hanya ingin sendiri aku di sini,sedih
namun aku takkan pernah bisa ku,sedih
rasakan cinta yang kau beri,sedih
aku terjebak di ruang nostalgia,sedih
rasakan cinta yang kau beri,sedih
aku terjebak di ruang nostalgia,sedih
rasakan cinta yang kau beri,sedih
aku terjebak di ruang nostalgia,sedih
telah lama aku tahu engkau. punya rasa untukku. kini saat dia tidak kembali. kau menyatakan cinramu. namun aku takkan pernah bisa ku. takkan pernah merasa. rasakan cinta yang kau beri. aku terjebak di ruang nostalgia. semua yang aku rasa kini. tidak berubah sejak dia pergi. maafkanlah aku hanya ingin sendiri aku di sini. namun aku takkan pernah bisa ku. takkan pernah merasa. rasakan cinta yang kau beri. aku terjebak di ruang nostalgia. takkan pernah merasa. rasakan cinta yang kau beri. aku terjebak di ruang nostalgia takkan pernah merasa. rasakan cinta yang kau beri. aku terjebak di ruang nostalgia,sedih
terakhir kutatap mata indahmu,sedih
di bawah bintang bintang,sedih
antara cinta dan rahasia,sedih
namun kau milik sahabatku,sedih
andai aku bisa berkata sejujurnya,sedih
pilihlah aku yang mampu mencintamu lebih dari dia,sedih
bukan aku ingin merebutmu dari sahabatku,sedih
cinta tidak bisa tidak bisa kau salahkan,sedih
namun kau milik sahabatku,sedih
andai aku bisa berkata sejujurnya,sedih
pilihlah aku yang mampu mencintamu lebih dari dia,sedih
bukan aku ingin merebutmu dari sahabatku,sedih
cinta tidak bisa tidak bisa kau salahkan,sedih
pilihlah aku yang mampu mencintamu lebih dari dia,sedih
bukan aku ingin merebutmu dari sahabatku,sedih
cinta tidak bisa tidak bisa kau salahkan,sedih
tidak bisa kau salahkan,sedih
tidak bisa kau salahkan,sedih
pilihlah aku yang mampu mencintamu lebih dari dia,sedih
bukan aku ingin merebutmu dari sahabatku,sedih
cinta tidak bisa tidak bisa kau salahkan,sedih
terakhir kutatap mata indahmu. di bawah bintang bintang. terbelah hatiku. antara cinta dan rahasia. aku cinta padamu. namun kau milik sahabatku. dilema hatiku. andai aku bisa berkata sejujurnya. jangan kau pilih dia. pilihlah aku yang mampu mencintamu lebih dari dia. bukan aku ingin merebutmu dari sahabatku. namun kau tahu. cinta tidak bisa tidak bisa kau salahkan. aku cinta padamu. namun kau milik sahabatku. dilema hatiku. andai aku bisa berkata sejujurnya. jangan kau pilih dia. pilihlah aku yang mampu mencintamu lebih dari dia. bukan aku ingin merebutmu dari sahabatku. namun kau tahu. cinta tidak bisa tidak bisa kau salahkan. jangan kau pilih dia. pilihlah aku yang mampu mencintamu lebih dari dia. bukan aku ingin merebutmu dari sahabatku. namun kau tahu. cinta tidak bisa tidak bisa kau salahkan. tidak bisa kau salahkan. tidak bisa kau salahkan jangan kau pilih dia. pilihlah aku yang mampu mencintamu lebih dari dia. bukan aku ingin merebutmu dari sahabatku. namun kau tahu. cinta tidak bisa tidak bisa kau salahkan,sedih
sandiwarakah selama ini,sedih
setelah sekian lama kita telah bersama,sedih
inikah akhir cerita cinta,sedih
yang sekalu aku banggakan,sedih
entah dimana kusembunyikan rasa malu,sedih
kini harus aku lewati,sedih
biarkan kini aku berdiri,sedih
entah dimana kusembunyikan rasa malu,sedih
kini harus aku lewati,sedih
biarkan kini aku berdiri,sedih
biarkan kini aku berdiri,sedih
tanpa kehadiran dirimu,sedih
kini harus aku lewati,sedih
biarkan kini aku berdiri,sedih
sandiwarakah selama ini. setelah sekian lama kita telah bersama. inikah akhir cerita cinta. yang sekalu aku banggakan. di depan mereka. entah dimana kusembunyikan rasa malu. kini harus aku lewati. sepi hariku. tanpa dirimu lagi. biarkan kini aku berdiri. melawan waktuku. untuk melupakanmu. walau sakit hatiku. namun aku bertahan. entah dimana kusembunyikan rasa malu. kini harus aku lewati. sepi hariku. tanpa dirimu lagi. biarkan kini aku berdiri. melawan waktuku. untuk melupakanmu. walau sakit hatiku. namun aku bertahan. biarkan kini aku berdiri. tanpamu. tanpa kehadiran dirimu. namun aku bertahan kini harus aku lewati. sepi hariku. tanpa dirimu lagi. biarkan kini aku berdiri. melawan waktuku. untuk melupakanmu. walau sakit hatiku. namun aku bertahan,sedih
di setiap masa yang telah kulewati,sedih
meluap bersama kisah tidak terganti,sedih
senja mulai membiru menunggu yang berlalu,sedih
harus air mata menyela iringi rindunya,sedih
kembalilah ke tempatku menanti,sedih
sebelum waktu menuntut mati,sedih
beritahu aku cara melupakanmu,sedih
seperti kau ajarkanku dewasa,sedih
beritahu aku cara merelakanmu,sedih
seperti kau ajarkanku bahagia,sedih
biarkan aku menepi jika kau akan kembali,sedih
dan yakinkan aku bahwa kau telah temukan yang kau cari,sedih
izinkan aku membenci pada sang pengganti,sedih
dan yakinkan aku bahwa kau telah temukan yang kau cari,sedih
beritahu aku cara melupakanmu,sedih
seperti kau ajarkanku dewasa,sedih
beritahu aku cara merelakanmu,sedih
seperti kau ajarkanku bahagia,sedih
beritahu aku cara melupakanmu,sedih
seperti kau ajarkanku dewasa,sedih
beritahu aku cara merelakanmu,sedih
seperti kau ajarkanku untuk selalu sempurna,sedih
beritahu aku cara melupakanmu,sedih
seperti kau ajarkanku dewasa,sedih
beritahu aku cara merelakanmu,sedih
seperti kau ajarkanku bahagia,sedih
beritahu aku cara melupakanmu,sedih
seperti kau ajarkanku dewasa,sedih
beritahu aku cara merelakanmu,sedih
seperti kau ajarkanku bahagia,sedih
beritahu aku cara melupakanmu,sedih
seperti kau ajarkanku dewasa,sedih
beritahu aku cara merelakanmu,sedih
seperti kau ajarkanku untuk selalu sempurna,sedih
. di setiap masa yang telah kulewati. meluap bersama kisah tidak terganti. senja mulai membiru menunggu yang berlalu. harus air mata menyela iringi rindunya. jika aku merasa sepi. kembalilah ke tempatku menanti. sebelum waktu menuntut mati. ha a o oo. ha a o oo. ha aa. o oo. ha a o oo. beritahu aku cara melupakanmu. seperti kau ajarkanku dewasa. beritahu aku cara merelakanmu. seperti kau ajarkanku bahagia. biarkan aku menepi jika kau akan kembali. dan yakinkan aku bahwa kau telah temukan yang kau cari. izinkan aku membenci pada sang pengganti. dan yakinkan aku bahwa kau telah temukan yang kau cari. beritahu aku cara melupakanmu. seperti kau ajarkanku dewasa. beritahu aku cara merelakanmu. seperti kau ajarkanku bahagia. beritahu aku cara melupakanmu. seperti kau ajarkanku dewasa. beritahu aku cara merelakanmu. seperti kau ajarkanku untuk selalu sempurna . reff . beritahu aku cara melupakanmu. seperti kau ajarkanku dewasa. beritahu aku cara merelakanmu. seperti kau ajarkanku bahagia. reff . beritahu aku cara melupakanmu. seperti kau ajarkanku dewasa. beritahu aku cara merelakanmu. seperti kau ajarkanku bahagia. beritahu aku cara melupakanmu. seperti kau ajarkanku dewasa. beritahu aku cara merelakanmu. seperti kau ajarkanku untuk selalu sempurna,sedih
saat aku tertawa diatas semua,sedih
saat aku menangisi kesedihanku,sedih
aku ingin engkau selalu ada,sedih
aku ingin engkau aku kenang,sedih
selama aku masih bisa bernafas,sedih
masih sanggup berjalan kukan selalu memujamu,sedih
meski aku tidak tahu lagi engkau ada dimana,sedih
dengarkan aku kumerindukanmu,sedih
saat aku mencoba merubah segalanya,sedih
saat aku meratapi kekalahanku,sedih
aku ingin engkau selalu ada,sedih
aku ingin engkau aku kenang,sedih
selama aku masih bisa bernafas,sedih
masih sanggup berjalan kukan selalu memujamu,sedih
meski aku tidak tahu lagi engkau ada dimana,sedih
dengarkan aku kumerindukanmu,sedih
selama aku masih bisa bernafas,sedih
masih sanggup berjalan kukan selalu memujamu,sedih
meski aku tidak tahu lagi engkau ada dimana,sedih
dengarkan aku kumerindukanmu,sedih
dengarkan aku kumerindukanmu,sedih
selama aku masih bisa bernafas,sedih
masih sanggup berjalan kukan selalu memujamu,sedih
meski aku tidak tahu lagi engkau ada dimana,sedih
dengarkan aku kumerindukanmu,sedih
selama aku masih bisa bernafas,sedih
masih sanggup berjalan kukan selalu memujamu,sedih
meski aku tidak tahu lagi engkau ada dimana,sedih
dengarkan aku kumerindukanmu,sedih
selama aku masih bisa bernafas,sedih
masih sanggup berjalan kukan selalu memujamu,sedih
meski aku tidak tahu lagi engkau ada dimana,sedih
dengarkan aku kumerindukanmu,sedih
dengarkan aku kumerindukanmu,sedih
. saat aku tertawa diatas semua. saat aku menangisi kesedihanku. aku ingin engkau selalu ada. aku ingin engkau aku kenang. selama aku masih bisa bernafas. masih sanggup berjalan kukan selalu memujamu. meski aku tidak tahu lagi engkau ada dimana. dengarkan aku kumerindukanmu. saat aku mencoba merubah segalanya. saat aku meratapi kekalahanku. aku ingin engkau selalu ada. aku ingin engkau aku kenang. selama aku masih bisa bernafas. masih sanggup berjalan kukan selalu memujamu. meski aku tidak tahu lagi engkau ada dimana. dengarkan aku kumerindukanmu. selama aku masih bisa bernafas. masih sanggup berjalan kukan selalu memujamu. meski aku tidak tahu lagi engkau ada dimana. dengarkan aku kumerindukanmu. dengarkan aku kumerindukanmu . reff . selama aku masih bisa bernafas. masih sanggup berjalan kukan selalu memujamu. meski aku tidak tahu lagi engkau ada dimana. dengarkan aku kumerindukanmu. reff . selama aku masih bisa bernafas. masih sanggup berjalan kukan selalu memujamu. meski aku tidak tahu lagi engkau ada dimana. dengarkan aku kumerindukanmu. reff . selama aku masih bisa bernafas. masih sanggup berjalan kukan selalu memujamu. meski aku tidak tahu lagi engkau ada dimana. dengarkan aku kumerindukanmu. dengarkan aku kumerindukanmu,sedih
tiada guna kau kembali,marah
mengisi ruang hati ini,marah
semuanya telah berlalu,marah
semua yang telah berlalu,marah
antara hatiku dan hatimu,marah
tiada guna kau berjanji,marah
hatiku yang telah terluka,marah
semua yang telah berakhir,marah
antara hatiku dan hatimu,marah
semua yang telah berakhir,marah
antara diriku dan dirimu,marah
takkan ada yang rindu,marah
semua yang telah berakhir,marah
wo uwo semua yang telah berakhir x,marah
semua yang telah berakhir,marah
semua yang telah berakhir x,marah
semua yang telah berakhir,marah
antara hatiku dan hatimu,marah
semua yang telah berakhir,marah
antara diriku dan dirimu,marah
takkan ada yang rindu,marah
semua yang telah berakhir,marah
antara hatiku dan hatimu,marah
semua yang telah berakhir,marah
antara diriku dan dirimu,marah
takkan ada yang rindu,marah
. tiada guna kau kembali. mengisi ruang hati ini. semuanya telah berlalu. bersama lukaku. semua yang telah berlalu. antara hatiku dan hatimu. takkan ada cinta. seperti yang dulu. tiada guna kau berjanji. untuk setia menemani. hatiku yang telah terluka. karena dustamu. semua yang telah berakhir. antara hatiku dan hatimu. takkan ada cinta. seperti yang dulu. semua yang telah berakhir. antara diriku dan dirimu. takkan ada yang rindu. seperti yang dulu. semua yang telah berakhir. wo uwo semua yang telah berakhir x. back reff x. semua yang telah berakhir. wo uwo . semua yang telah berakhir x. back reff . reff . semua yang telah berakhir. antara hatiku dan hatimu. takkan ada cinta. seperti yang dulu. semua yang telah berakhir. antara diriku dan dirimu. takkan ada yang rindu. seperti yang dulu. reff . semua yang telah berakhir. antara hatiku dan hatimu. takkan ada cinta. seperti yang dulu. semua yang telah berakhir. antara diriku dan dirimu. takkan ada yang rindu. seperti yang dulu,marah
mungkin ini memang jalan takdirku,sedih
mengagumi tanpa di cintai,sedih
tidak mengapa bagiku asal kau pun bahagia,sedih
dalam hidupmu dalam hidupmu,sedih
telah lama kupendam perasaan itu,sedih
menunggu hatimu menyambut diriku,sedih
tidak mengapa bagiku cintaimu pun adalah,sedih
bahagia untukku bahagia untukku,sedih
aku ingin kau tahu diriku di sini menanti dirimu,sedih
meski aku tunggu hingga ujung waktuku,sedih
dan berharap rasa ini kan abadi untuk selamanya,sedih
dan ijinkan aku memeluk dirimu kali ini saja,sedih
untuk ucapkan selamat tinggal untuk selamanya,sedih
dan biarkan rasa ini bahagia untuk sekejab saja,sedih
aku ingin kau tahu diriku di sini menanti dirimu,sedih
meski aku tunggu hingga ujung waktuku,sedih
dan berharap rasa ini kan abadi untuk selamanya,sedih
dan ijinkan aku memeluk dirimu kali ini saja,sedih
untuk ucapkan selamat tinggal untuk selamanya,sedih
dan biarkan rasa ini bahagia untuk sekejab saja,sedih
aku ingin kau tahu diriku di sini menanti dirimu,sedih
meski aku tunggu hingga ujung waktuku,sedih
dan berharap rasa ini kan abadi untuk selamanya,sedih
dan ijinkan aku memeluk dirimu kali ini saja,sedih
untuk ucapkan selamat tinggal untuk selamanya,sedih
dan biarkan rasa ini bahagia untuk sekejab saja,sedih
. mungkin ini memang jalan takdirku. mengagumi tanpa di cintai. tidak mengapa bagiku asal kau pun bahagia. dalam hidupmu dalam hidupmu. telah lama kupendam perasaan itu. menunggu hatimu menyambut diriku. tidak mengapa bagiku cintaimu pun adalah. bahagia untukku bahagia untukku. reff . aku ingin kau tahu diriku di sini menanti dirimu. meski aku tunggu hingga ujung waktuku. dan berharap rasa ini kan abadi untuk selamanya. dan ijinkan aku memeluk dirimu kali ini saja. untuk ucapkan selamat tinggal untuk selamanya. dan biarkan rasa ini bahagia untuk sekejab saja . reff . aku ingin kau tahu diriku di sini menanti dirimu. meski aku tunggu hingga ujung waktuku. dan berharap rasa ini kan abadi untuk selamanya. dan ijinkan aku memeluk dirimu kali ini saja. untuk ucapkan selamat tinggal untuk selamanya. dan biarkan rasa ini bahagia untuk sekejab saja. reff . aku ingin kau tahu diriku di sini menanti dirimu. meski aku tunggu hingga ujung waktuku. dan berharap rasa ini kan abadi untuk selamanya. dan ijinkan aku memeluk dirimu kali ini saja. untuk ucapkan selamat tinggal untuk selamanya. dan biarkan rasa ini bahagia untuk sekejab saja,sedih
aku memang tidak berhati besar,sedih
untuk memahami hatimu di sana,sedih
aku memang tidak berlapang dada,sedih
untuk menyadari kau bukan milikku lagi,sedih
aku akan bertahan sampai kapan pun,sedih
sampai kapan pun wo wo,sedih
yang tidak sempurna untuk dirimu,sedih
kisah yang tidak sempurna untuk kita kenang,sedih
andai aku dapat merelakan,sedih
setiap kepingan ukiran kenangan indah,sedih
andai aku sanggup menjalani,sedih
setiap detik dan waktu mendatang dan oh,sedih
aku akan bertahan sampai kapan pun,sedih
sampai kapan pun wo wo,sedih
yang tidak sempurna untuk dirimu,sedih
kisah yang tidak sempurna untuk kita kenang,sedih
aku akan bertahan sampai kapan pun,sedih
sampai kapan pun wo wo,sedih
yang tidak sempurna untuk dirimu,sedih
kisah yang tidak sempurna untuk kita kenang,sedih
kisah yang tidak sempurna untuk kita kenang,sedih
yang tidak sempurna untuk dirimu,sedih
kisah yang tidak sempurna untuk kita kenang,sedih
. aku memang tidak berhati besar. untuk memahami hatimu di sana. aku memang tidak berlapang dada. untuk menyadari kau bukan milikku lagi. dengar dengarkan aku. aku akan bertahan sampai kapan pun. sampai kapan pun wo wo. maafkan aku. yang tidak sempurna untuk dirimu. usailah sudah. kisah yang tidak sempurna untuk kita kenang. andai aku dapat merelakan. setiap kepingan ukiran kenangan indah. andai aku sanggup menjalani. setiap detik dan waktu mendatang dan oh. dengar dengarkan aku. aku akan bertahan sampai kapan pun. sampai kapan pun wo wo. maafkan aku. yang tidak sempurna untuk dirimu. usailah sudah. kisah yang tidak sempurna untuk kita kenang. wo oh uh ho oh. dengar dengarkan aku. aku akan bertahan sampai kapan pun. sampai kapan pun wo wo. maafkan aku. yang tidak sempurna untuk dirimu. usailah sudah. kisah yang tidak sempurna untuk kita kenang. kenang. kenang uh uh. kisah yang tidak sempurna untuk kita kenang . reff . maafkan aku. yang tidak sempurna untuk dirimu. usailah sudah. kisah yang tidak sempurna untuk kita kenang,sedih
akhirnya aku menemukanmu,bahagia
saat hati ini mulai merapuh,bahagia
akhirnya aku menemukanmu,bahagia
saat raga ini ingin berlabuh,bahagia
aku berharap engkau lah,bahagia
jawaban sgala risau hatiku,bahagia
mencintaimu hingga ujung usiaku,bahagia
jika nanti aku sanding dirimu,bahagia
miliki aku dengan segala kelemahanku,bahagia
dan bila nanti engkau di sampingku,bahagia
jangan pernah letih untuk mencintaiku,bahagia
akhirnya aku menemukanmu,bahagia
saat hati ini mulai merapuh,bahagia
aku berharap engkau lah,bahagia
jawaban sgala risau hatiku,bahagia
mencintaimu hingga ujung usiaku,bahagia
jika nanti aku sanding dirimu sanding dirimu,bahagia
miliki aku dengan segala kelemahanku,bahagia
dan bila nanti engkau di sampingku di sampingku,bahagia
jangan pernah letih untuk mencintaiku,bahagia
jika nanti aku sanding dirimu sanding dirimu,bahagia
miliki aku dengan segala kelemahanku,bahagia
dan bila nanti engkau di sampingku di sampingku,bahagia
jangan pernah letih untuk mencintaiku,bahagia
akhirnya aku menemukanmu,bahagia
jika nanti aku sanding dirimu,bahagia
miliki aku dengan segala kelemahanku,bahagia
dan bila nanti engkau di sampingku,bahagia
jangan pernah letih untuk mencintaiku,bahagia
. akhirnya aku menemukanmu. saat hati ini mulai merapuh. akhirnya aku menemukanmu. saat raga ini ingin berlabuh. aku berharap engkau lah. jawaban sgala risau hatiku. dan biarkan diriku. mencintaimu hingga ujung usiaku. jika nanti aku sanding dirimu. miliki aku dengan segala kelemahanku. dan bila nanti engkau di sampingku. jangan pernah letih untuk mencintaiku. akhirnya aku menemukanmu. saat hati ini mulai merapuh. aku berharap engkau lah. jawaban sgala risau hatiku. dan biarkan diriku. mencintaimu hingga ujung usiaku. jika nanti aku sanding dirimu sanding dirimu . miliki aku dengan segala kelemahanku. dan bila nanti engkau di sampingku di sampingku . jangan pernah letih untuk mencintaiku. jika nanti aku sanding dirimu sanding dirimu . miliki aku dengan segala kelemahanku. dan bila nanti engkau di sampingku di sampingku . jangan pernah letih untuk mencintaiku. akhirnya aku menemukanmu jika nanti aku sanding dirimu. miliki aku dengan segala kelemahanku. dan bila nanti engkau di sampingku. jangan pernah letih untuk mencintaiku,bahagia
engkau masih kekasihku,sedih
tidak bisa kutahan lagi angin,sedih
untuk semua kenangan yang berlalu,sedih
hembuskan sepi merobek hati,sedih
meski raga ini tidak lagi milikmu,sedih
